-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,-1,-1,55,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,21,21,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,21,21,-1,-1,-1,-1
-1,-1,-1,-1,72,72,72,72,72,-1,72,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,114,114,114,114,114,114,114,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1
-1,-1,-1,-1,72,72,72,72,-1,-1,72,72,72,72,72,-1,-1,-1,-1,-1,-1,-1,114,114,114,114,114,114,114,114,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,-1,-1,-1
-1,-1,-1,72,72,72,72,72,-1,-1,72,72,72,72,72,72,-1,-1,-1,-1,-1,-1,114,114,114,114,114,114,114,114,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,-1,-1,55,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,-1,-1,-1,-1
-1,-1,72,72,72,72,72,72,-1,-1,72,72,-1,72,72,72,72,-1,72,72,-1,-1,114,114,114,114,114,114,114,114,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,67,67,67,55,55,55,55,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,21,21,21,-1,-1,-1,-1,-1,-1
-1,-1,72,72,72,72,72,-1,-1,72,72,72,-1,-1,-1,-1,72,72,72,72,72,72,114,114,114,114,114,114,114,114,114,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,67,67,67,67,67,67,-1,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,-1,-1,-1,-1,-1
-1,-1,72,72,72,72,72,72,72,72,72,72,-1,-1,-1,-1,72,72,72,72,72,72,114,114,114,114,114,114,114,114,114,114,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,67,67,67,67,67,67,67,55,55,55,55,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,-1,-1,-1,-1,-1
-1,-1,72,72,72,72,72,72,72,72,72,72,-1,-1,-1,-1,-1,-1,72,72,72,72,72,114,114,114,114,114,114,114,114,114,-1,-1,-1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,67,67,67,67,67,67,67,67,67,55,-1,55,55,55,55,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,21,21,21,21,-1
